Streaming output truncated to the last 5000 lines.
episode 2035 frame 1131106 score 600.0 curiosity 0.2690417245030403
episode 2036 frame 1132189 score 2200.0 curiosity 0.3802094906568527
episode 2037 frame 1133119 score 1800.0 curiosity 0.4643060825765133
episode 2038 frame 1134632 score 4000.0 curiosity 0.29590893909335136
episode 2039 frame 1135709 score 2400.0 curiosity 0.40832410007715225
episode 2040 frame 1136479 score 1200.0 curiosity 0.23025469109416008
episode 2041 frame 1138020 score 4000.0 curiosity 0.223428163677454
episode 2042 frame 1139206 score 3000.0 curiosity 0.40136558562517166
episode 2043 frame 1140818 score 4200.0 curiosity 0.34263741970062256
episode 2044 frame 1142419 score 4400.0 curiosity 0.28640560060739517
episode 2045 frame 1143557 score 2400.0 curiosity 0.25196482241153717
episode 2046 frame 1144394 score 1800.0 curiosity 0.16809316352009773
episode 2047 frame 1145370 score 1800.0 curiosity 0.29052840918302536
episode 2048 frame 1146041 score 1000.0 curiosity 0.26135283382609487
episode 2049 frame 1146855 score 1600.0 curiosity 0.11910721193999052
episode 2050 frame 1148268 score 4000.0 curiosity 0.158288748934865
episode 2051 frame 1148959 score 1200.0 curiosity 0.05694384127855301
episode 2052 frame 1150345 score 3200.0 curiosity 0.20060304179787636
episode 2053 frame 1151407 score 2800.0 curiosity 0.26682860404253006
episode 2054 frame 1152519 score 2400.0 curiosity 0.26210731267929077
episode 2055 frame 1153920 score 4000.0 curiosity 0.18771261721849442
episode 2056 frame 1155795 score 5200.0 curiosity 0.2875453159213066
episode 2057 frame 1156260 score 200.0 curiosity 0.19312584085855633
episode 2058 frame 1157185 score 1400.0 curiosity 0.26954852789640427
episode 2059 frame 1158002 score 1400.0 curiosity 0.24816175922751427
episode 2060 frame 1159486 score 3800.0 curiosity 0.15678335912525654
episode 2061 frame 1160142 score 600.0 curiosity 0.2648762948811054
